Date,Open,High,Low,Close,Volume
2015-04-20,280.87,282.97,276.7,279.41,284028
2015-04-21,279.22,280.74,276.24,278.91,373923
2015-04-22,279.16,282.72,275.26,278.71,554905
2015-04-23,278.25,285.49,275.94,281.48,316890
2015-04-24,281.22,281.56,280.11,281.07,543770
2015-04-25,280.78,281.78,280.35,280.94,560326
2015-04-26,280.41,281.2,278.29,278.9,589977
2015-04-27,279.92,280.31,277.2,277.92,514757
2015-04-28,278.31,278.98,277.37,278.21,403666
2015-04-29,278.42,281.33,274.08,278.46,419156
2015-04-30,279.14,280.42,278.77,279.53,218033
2015-05-01,279.31,281.93,273.63,277.81,444929
2015-05-02,277.16,280.16,275.13,277.97,440005
2015-05-03,277.46,278.37,274.09,276.15,366749
2015-05-04,276.16,278.85,271.09,276.9,434155
2015-05-05,276.02,282.6,270.69,277.15,323380
2015-05-06,276.73,277.9,276.14,277.14,384388
2015-05-07,276.71,281.28,272.79,276.05,340947
2015-05-08,277.81,278.46,273.9,274.32,433702
2015-05-09,272.04,277.44,270.27,274.36,532946
2015-05-10,274.21,274.78,272.46,273.4,492477
2015-05-11,274.81,275.93,271.81,273.09,481027
2015-05-12,273.19,274.51,270.49,272.42,153213
2015-05-13,273.03,276.47,271.45,273.51,546868
2015-05-14,273.59,274.38,270.45,272.54,275923
2015-05-15,272.0,274.43,271.63,274.04,544133
2015-05-16,272.2,274.01,269.46,272.89,218951
2015-05-17,273.06,275.29,271.65,273.01,334884
2015-05-18,272.37,273.59,269.66,272.22,461355
2015-05-19,271.56,274.38,269.59,271.62,399174
2015-05-20,271.22,272.53,270.5,271.71,306431
2015-05-21,273.13,279.59,265.8,271.76,429007
2015-05-22,273.72,274.7,270.63,271.21,367304
2015-05-23,271.39,272.92,269.38,270.9,265666
2015-05-24,270.52,278.48,266.32,269.9,435688
2015-05-25,268.95,276.52,267.28,271.23,238850
2015-05-26,271.61,275.27,268.87,269.98,457630
2015-05-27,271.43,272.58,267.78,268.63,140202
2015-05-28,268.43,273.04,262.57,268.17,374556
2015-05-29,266.26,269.76,265.85,268.92,313254
2015-05-30,269.46,270.05,268.36,269.69,265175
2015-05-31,270.49,273.17,267.42,269.29,366938
2015-06-01,268.01,273.35,260.56,268.35,402630
2015-06-02,268.49,273.98,262.76,268.05,534610
2015-06-03,268.41,269.25,267.17,267.73,479149
2015-06-04,267.67,269.63,264.61,267.42,446906
2015-06-05,266.79,269.42,264.8,268.23,330803
2015-06-06,269.05,271.06,266.1,268.07,304845
2015-06-07,267.75,272.68,262.95,267.47,158747
2015-06-08,266.28,267.18,265.32,266.38,302515
2015-06-09,264.74,273.2,261.56,265.13,506560
2015-06-10,266.14,272.72,259.7,266.17,287520
2015-06-11,266.66,274.08,259.66,266.22,321716
2015-06-12,266.29,267.33,264.8,266.04,244486
2015-06-13,265.69,268.48,262.43,265.87,256413
2015-06-14,265.45,265.84,264.49,265.1,166741
2015-06-15,264.24,267.05,262.3,265.91,387400
2015-06-16,265.56,268.12,261.66,266.24,328929
2015-06-17,264.55,269.6,260.24,265.52,411423
2015-06-18,264.94,265.44,263.44,264.2,404601
2015-06-19,263.95,265.9,261.02,262.09,467200
2015-06-20,262.57,264.63,259.43,261.44,430604
2015-06-21,261.41,262.2,260.92,261.6,451024
2015-06-22,262.23,268.09,256.2,262.13,338314
2015-06-23,263.19,265.05,261.85,262.57,277164
2015-06-24,263.4,265.06,260.88,262.88,518291
2015-06-25,263.26,265.48,261.5,262.39,158302
2015-06-26,262.4,263.85,261.01,262.89,206122
2015-06-27,262.11,263.9,259.67,261.89,329640
2015-06-28,262.47,265.57,260.47,263.39,397650
2015-06-29,264.72,266.61,261.29,262.57,141341
2015-06-30,262.84,263.91,261.1,261.9,473543
2015-07-01,263.41,265.85,255.7,260.0,374273
2015-07-02,258.81,262.41,252.26,259.01,326736
2015-07-03,258.12,263.15,256.25,259.38,319710
2015-07-04,260.04,266.26,255.64,260.49,334601
2015-07-05,260.7,261.11,259.97,260.44,194168
2015-07-06,261.46,264.5,256.08,260.49,186803
2015-07-07,260.47,260.98,258.64,259.42,267342
2015-07-08,258.75,259.42,257.21,258.09,412738
2015-07-09,257.93,259.46,257.28,257.8,385499
2015-07-10,256.62,265.6,248.96,258.86,342053
2015-07-11,257.98,265.14,252.98,259.93,368171
2015-07-12,260.69,264.49,257.06,259.36,360380
2015-07-13,260.04,261.04,258.41,258.87,249881
2015-07-14,259.15,261.7,256.52,258.94,169735
2015-07-15,257.6,260.48,255.99,259.12,480343
2015-07-16,258.84,260.42,254.4,259.06,369910
2015-07-17,258.11,260.34,256.97,258.8,406921
2015-07-18,259.72,260.97,258.07,258.59,311294
2015-07-19,258.14,262.24,255.49,258.67,431940
2015-07-20,257.83,262.1,255.81,258.95,394987
2015-07-21,258.97,261.26,258.27,260.35,155896
2015-07-22,259.85,261.89,257.21,260.75,526534
2015-07-23,261.92,266.22,257.06,259.45,274593
2015-07-24,258.87,260.68,253.11,258.09,188006
2015-07-25,257.01,261.56,254.59,257.7,177721
2015-07-26,256.03,263.49,251.9,258.87,437461
2015-07-27,258.85,261.41,258.36,259.77,470423
2015-07-28,259.33,262.94,258.06,261.89,406327
2015-07-29,260.77,263.77,258.81,261.88,504107
2015-07-30,262.82,267.22,257.6,262.24,308115
2015-07-31,262.77,266.0,254.64,260.3,349371
2015-08-01,260.28,264.38,254.61,260.31,400337
2015-08-02,261.37,265.28,256.0,259.32,517497
2015-08-03,259.83,264.85,256.69,259.14,269740
2015-08-04,258.5,259.3,257.56,258.17,499564
2015-08-05,257.37,259.39,253.77,258.18,198966
2015-08-06,258.81,263.73,250.14,257.33,440126
2015-08-07,257.63,258.32,256.67,257.83,420127
2015-08-08,257.96,267.89,255.16,259.43,480119
2015-08-09,258.77,261.64,256.75,258.49,144097
2015-08-10,258.96,261.37,256.54,258.83,191547
2015-08-11,258.25,259.23,255.82,256.26,165176
2015-08-12,256.18,259.79,251.1,257.11,363120
2015-08-13,258.22,259.6,256.02,257.32,390415
2015-08-14,256.81,258.75,256.25,258.35,496612
2015-08-15,257.13,262.02,253.42,257.91,338879
2015-08-16,257.1,259.81,250.48,256.71,158747
2015-08-17,257.47,257.9,256.44,257.05,212187
2015-08-18,257.25,257.81,256.72,257.23,137390
2015-08-19,257.13,260.93,253.9,257.78,444394
2015-08-20,257.39,260.53,254.75,257.33,443600
2015-08-21,257.7,261.41,253.87,257.33,561619
2015-08-22,256.68,264.3,254.67,258.53,296559
2015-08-23,258.76,261.11,257.73,258.86,146810
2015-08-24,258.29,267.0,249.97,257.93,242036
2015-08-25,257.23,261.27,254.85,256.62,378786
2015-08-26,256.13,258.38,253.59,255.74,566801
2015-08-27,255.45,258.17,254.55,257.54,177653
2015-08-28,257.5,260.72,254.91,256.87,179428
2015-08-29,257.05,259.82,254.82,257.17,407686
2015-08-30,254.32,263.52,251.59,256.9,416173
2015-08-31,256.28,260.55,251.46,257.92,238944
2015-09-01,257.62,258.35,256.37,257.17,462426
2015-09-02,258.33,261.52,252.23,256.59,190410
2015-09-03,255.76,259.11,251.48,255.68,494327
2015-09-04,255.81,261.03,248.05,255.98,226028
2015-09-05,257.13,263.26,251.66,257.28,166499
2015-09-06,256.27,261.72,251.12,257.8,269047
2015-09-07,258.11,260.57,255.96,257.37,210452
2015-09-08,256.75,261.0,254.34,256.77,358635
2015-09-09,256.39,261.08,254.0,257.83,438470
2015-09-10,257.21,260.26,256.95,259.27,360663
2015-09-11,258.7,259.62,255.88,257.64,435419
2015-09-12,259.75,260.67,254.88,255.92,270210
2015-09-13,256.57,261.39,252.48,256.03,143864
2015-09-14,256.87,263.32,250.35,256.5,524543
2015-09-15,256.88,258.34,255.29,257.05,457028
2015-09-16,255.81,257.92,254.42,256.69,158901
2015-09-17,256.99,257.86,255.66,256.5,309742
2015-09-18,257.32,264.06,252.21,256.13,447712
2015-09-19,255.47,257.96,251.92,253.52,200942
2015-09-20,254.26,255.64,249.08,253.42,351025
2015-09-21,253.95,255.8,251.91,253.25,361036
2015-09-22,254.65,255.18,253.49,254.47,233517
2015-09-23,254.15,259.96,249.69,256.11,193690
2015-09-24,255.27,256.72,254.79,255.31,433694
2015-09-25,255.04,263.64,246.93,255.78,271439
2015-09-26,256.89,260.12,250.21,254.78,251633
2015-09-27,253.38,258.31,252.43,256.57,434264
2015-09-28,254.98,257.18,253.17,255.88,430170
2015-09-29,255.95,259.43,254.75,256.5,252204
2015-09-30,256.16,258.61,252.66,255.53,471034
2015-10-01,255.54,262.51,253.61,255.78,407107
2015-10-02,256.5,260.25,251.19,255.28,261545
2015-10-03,254.86,256.16,253.36,255.36,295911
2015-10-04,253.92,263.72,250.3,255.55,415800
2015-10-05,257.12,259.91,252.04,255.26,215495
2015-10-06,254.49,257.49,252.11,254.84,316430
2015-10-07,254.03,255.91,252.2,255.25,387661
2015-10-08,256.09,260.52,253.08,255.58,366444
2015-10-09,255.28,260.93,250.85,256.79,388507
2015-10-10,256.74,257.36,254.31,255.88,361218
2015-10-11,256.25,259.39,248.45,256.77,241994
2015-10-12,257.61,260.77,247.49,254.47,298198
2015-10-13,254.21,257.34,252.73,255.11,357864
2015-10-14,256.28,256.9,253.78,254.08,454997
2015-10-15,252.45,258.79,248.87,255.0,433070
2015-10-16,255.58,258.24,252.31,256.87,320440
2015-10-17,256.23,260.1,252.77,258.08,554609
2015-10-18,259.15,262.2,256.71,259.32,194942
2015-10-19,259.43,265.35,254.17,261.08,251243
2015-10-20,260.55,266.69,257.85,263.53,313959
2015-10-21,264.06,268.23,260.44,265.87,253045
2015-10-22,266.58,268.02,265.69,267.59,437533
2015-10-23,268.1,273.16,265.54,269.42,170573
2015-10-24,268.59,275.26,261.12,271.2,251487
2015-10-25,270.8,282.11,258.2,274.05,288741
2015-10-26,274.04,276.52,273.23,275.7,452960
2015-10-27,275.67,279.8,274.32,276.77,534852
2015-10-28,277.39,279.75,276.43,277.68,537584
2015-10-29,276.0,284.62,272.83,279.62,260935
2015-10-30,279.9,283.44,278.78,282.52,442410
2015-10-31,282.27,287.99,271.55,284.8,171174
2015-11-01,284.08,288.01,282.68,286.26,322935
2015-11-02,285.63,289.05,285.05,288.67,545485
2015-11-03,288.48,291.28,285.66,290.19,397551
2015-11-04,287.06,293.06,285.28,292.46,224744
2015-11-05,291.84,298.63,288.46,293.34,391687
2015-11-06,292.57,297.37,291.2,295.59,273814
2015-11-07,296.06,302.81,294.13,297.98,385211
2015-11-08,297.26,303.22,294.67,300.76,439513
2015-11-09,300.56,305.62,298.23,303.56,355985
2015-11-10,304.97,311.53,294.92,305.76,637363
2015-11-11,306.67,310.15,303.49,307.2,465569
2015-11-12,308.03,309.79,306.47,309.16,574514
2015-11-13,308.7,311.7,307.29,309.98,584861
2015-11-14,310.49,314.07,305.52,312.3,509480
2015-11-15,312.08,316.05,305.77,313.76,451282
2015-11-16,313.58,316.74,312.92,316.19,182691
2015-11-17,316.58,322.07,310.5,318.54,497544
2015-11-18,317.97,325.24,313.71,320.13,408812
2015-11-19,321.56,325.76,319.05,323.89,230990
2015-11-20,323.73,328.03,322.16,324.76,422375
2015-11-21,325.37,330.7,320.77,326.62,569484
2015-11-22,328.05,331.22,323.25,328.05,780702
2015-11-23,329.07,332.4,327.97,331.74,432005
2015-11-24,330.34,336.06,329.59,335.51,488411
2015-11-25,335.96,339.54,330.5,337.32,655716
2015-11-26,338.18,343.8,336.73,338.91,358918
2015-11-27,339.81,342.93,337.24,339.89,268327
2015-11-28,338.75,342.69,337.35,341.7,347173
2015-11-29,341.03,346.46,337.17,343.43,780210
2015-11-30,344.45,349.29,342.36,347.36,288360
2015-12-01,346.56,351.53,343.52,349.5,391440
2015-12-02,349.18,359.45,339.78,351.72,450152
2015-12-03,353.38,354.74,352.2,352.93,726565
2015-12-04,352.88,357.11,351.79,355.8,778497
2015-12-05,355.03,362.56,351.59,358.43,452733
2015-12-06,357.49,361.84,355.16,360.39,770112
2015-12-07,360.75,364.07,358.33,362.66,316309
2015-12-08,361.21,367.22,359.7,365.83,309419
2015-12-09,365.56,373.27,362.11,368.58,778942
2015-12-10,368.95,376.87,356.85,370.4,531033
2015-12-11,371.84,381.54,364.4,372.87,315716
2015-12-12,373.62,383.2,370.82,374.5,501677
2015-12-13,373.7,377.58,372.38,376.13,684536
2015-12-14,377.46,379.04,375.97,377.76,786754
2015-12-15,377.42,386.61,373.3,381.48,836604
2015-12-16,380.06,387.86,377.73,385.7,650433
2015-12-17,385.5,393.71,378.5,390.42,835369
2015-12-18,392.11,399.33,386.93,394.1,553768
2015-12-19,394.3,401.53,391.67,396.28,592169
2015-12-20,396.3,402.63,391.67,397.46,677772
2015-12-21,399.41,401.83,397.5,398.27,517461
2015-12-22,396.56,407.27,394.16,401.09,274405
2015-12-23,399.55,412.73,396.82,403.52,496963
2015-12-24,401.56,408.85,400.81,407.58,640122
2015-12-25,408.03,416.07,403.66,409.49,379431
2015-12-26,409.69,420.29,402.3,413.07,356810
2015-12-27,414.99,421.45,412.84,417.11,458799
2015-12-28,417.42,429.59,407.35,420.67,260231
2015-12-29,420.16,441.98,410.35,423.37,746755
2015-12-30,423.37,430.06,419.75,425.32,422934
2015-12-31,425.47,432.11,422.58,427.87,322947
2016-01-01,425.72,430.85,424.37,430.0,678787
2016-01-02,433.5,439.9,426.82,430.41,799309
2016-01-03,431.09,437.95,424.87,431.55,233744
2016-01-04,431.82,437.76,427.57,431.06,376887
2016-01-05,431.86,433.13,430.84,431.67,867271
2016-01-06,432.59,439.67,428.38,432.7,531318
2016-01-07,432.51,448.53,428.71,435.71,893120
2016-01-08,434.88,445.38,426.7,437.33,442615
2016-01-09,438.12,448.63,428.04,439.75,393990
2016-01-10,440.26,445.48,434.87,437.92,367935
2016-01-11,436.85,443.66,431.13,438.42,294764
2016-01-12,440.29,447.83,433.28,436.87,947820
2016-01-13,437.26,442.49,436.16,440.72,917101
2016-01-14,441.68,446.37,432.67,439.47,869019
2016-01-15,441.31,441.84,438.5,438.96,867610
2016-01-16,438.98,441.78,432.86,436.51,802302
2016-01-17,436.92,440.88,429.16,435.67,677970
2016-01-18,436.73,441.86,430.1,436.61,774245
2016-01-19,435.66,437.52,434.22,437.04,405427
2016-01-20,437.11,450.6,430.18,440.14,509984
2016-01-21,440.3,444.62,434.05,441.7,748649
2016-01-22,440.43,446.17,438.71,445.23,861392
2016-01-23,448.33,449.3,445.17,446.74,678214
2016-01-24,444.85,448.22,439.9,446.33,871927
2016-01-25,444.59,447.09,442.09,443.85,539934
2016-01-26,445.6,448.18,437.48,443.95,706401
2016-01-27,444.9,449.97,439.57,443.74,1018106
2016-01-28,442.37,448.41,438.84,447.39,346950
2016-01-29,448.21,452.39,444.94,448.78,907906
2016-01-30,450.75,453.62,447.2,450.35,664269
2016-01-31,450.31,457.33,438.34,446.99,678515
2016-02-01,450.48,452.71,444.81,447.8,850424
2016-02-02,445.49,462.61,430.37,448.82,588149
2016-02-03,449.75,454.99,446.64,452.76,571791
2016-02-04,454.35,460.93,438.33,450.06,582823
2016-02-05,451.26,452.84,445.1,450.13,246075
2016-02-06,449.86,453.49,445.1,449.37,620934
2016-02-07,448.97,457.97,443.7,451.83,438017
2016-02-08,452.44,462.24,443.65,452.62,906411
2016-02-09,453.73,458.98,449.71,453.95,294799
2016-02-10,454.77,455.74,452.28,453.31,562119
2016-02-11,454.72,465.5,441.47,454.28,874847
2016-02-12,452.89,458.68,450.63,454.34,931153
2016-02-13,454.03,463.19,450.22,456.76,758769
2016-02-14,455.48,462.96,443.17,458.37,656420
2016-02-15,457.84,458.52,457.12,457.58,452986
2016-02-16,458.97,465.66,451.37,455.86,505620
2016-02-17,456.01,460.32,454.9,457.14,319590
2016-02-18,460.71,462.61,457.32,459.44,823086
2016-02-19,459.7,466.11,453.68,460.97,473166
2016-02-20,461.06,462.51,460.02,461.93,705235
2016-02-21,462.07,465.38,459.92,462.31,538684
2016-02-22,461.43,479.01,452.92,465.18,582535
2016-02-23,465.1,476.7,456.74,464.1,695812
2016-02-24,465.67,473.37,459.17,467.0,840047
2016-02-25,467.16,476.64,463.89,468.32,386965
2016-02-26,467.21,471.6,465.3,468.59,528442
2016-02-27,467.29,479.89,463.49,467.96,334388
2016-02-28,467.33,472.56,461.53,467.31,317926
2016-02-29,467.41,476.39,464.25,469.85,706823
2016-03-01,471.53,478.88,463.97,468.22,377765
2016-03-02,466.34,470.45,465.54,468.91,279838
2016-03-03,468.47,478.45,461.63,469.2,876514
2016-03-04,469.4,471.27,468.05,468.91,650457
2016-03-05,466.33,481.88,461.79,467.37,369717
2016-03-06,466.2,470.46,460.37,464.4,296961
2016-03-07,463.45,470.13,459.35,466.77,356314
2016-03-08,465.66,472.53,464.66,469.64,683432
2016-03-09,469.91,477.59,466.46,474.47,744885
2016-03-10,474.24,476.79,472.35,475.53,746079
2016-03-11,474.74,481.29,470.78,477.27,381799
2016-03-12,477.89,483.45,471.22,474.5,730294
2016-03-13,476.95,488.83,462.53,473.05,553458
2016-03-14,475.37,483.39,469.21,471.71,630222
2016-03-15,468.99,483.59,466.24,474.44,897499
2016-03-16,475.26,478.1,474.37,477.09,511247
2016-03-17,476.83,478.14,473.86,475.35,343805
2016-03-18,475.57,484.18,466.4,475.44,891646
2016-03-19,474.87,477.58,472.18,474.58,452386
2016-03-20,474.75,492.32,460.92,478.5,472963
2016-03-21,478.71,484.89,475.99,479.7,782545
2016-03-22,478.87,488.33,475.1,480.8,756579
2016-03-23,479.51,491.53,472.85,480.04,852053
2016-03-24,479.39,486.81,468.62,478.99,398168
2016-03-25,479.33,482.68,472.3,480.7,544401
2016-03-26,481.57,488.55,477.01,483.13,343181
2016-03-27,484.37,490.31,479.11,483.89,670141
2016-03-28,483.17,489.95,475.71,485.24,476848
2016-03-29,485.65,493.1,478.87,484.11,769940
2016-03-30,485.51,488.43,480.75,485.01,243493
2016-03-31,486.7,492.28,474.77,484.93,286527
2016-04-01,484.85,500.85,475.12,484.99,579190
2016-04-02,484.67,495.9,475.98,485.95,966844
2016-04-03,486.23,488.72,476.48,485.29,1050018
2016-04-04,483.62,491.37,482.71,489.62,1030439
2016-04-05,489.33,495.16,483.0,491.01,581511
2016-04-06,492.11,498.84,483.05,492.3,297354
2016-04-07,493.25,499.11,485.69,490.83,480151
2016-04-08,490.43,496.05,486.81,491.32,782004
2016-04-09,491.64,496.75,488.91,492.59,362633
2016-04-10,491.37,496.85,486.51,493.76,502414
2016-04-11,494.8,500.06,490.65,495.52,292989
2016-04-12,495.4,501.48,493.11,495.81,620362
2016-04-13,495.4,497.76,492.49,495.02,412344
2016-04-14,494.48,500.03,485.81,494.42,334082
2016-04-15,494.33,497.44,488.69,492.92,561207
2016-04-16,492.26,498.53,482.13,492.44,561230
2016-04-17,493.41,496.57,491.61,495.14,793052
2016-04-18,494.56,504.34,491.34,500.74,886987
2016-04-19,503.14,505.8,497.12,503.02,340484
2016-04-20,505.23,512.67,499.74,502.72,881115
2016-04-21,501.38,511.59,493.32,501.74,323391
2016-04-22,501.84,511.87,497.31,506.62,622338
2016-04-23,505.64,509.28,503.69,508.01,705534
2016-04-24,507.51,509.82,502.33,508.15,1154122
2016-04-25,511.2,517.7,495.2,503.74,759915
2016-04-26,503.28,508.96,498.28,501.01,386128
2016-04-27,501.55,507.52,497.42,502.12,664895
2016-04-28,502.93,511.24,498.22,503.06,570406
2016-04-29,501.55,505.9,499.29,503.98,623578
2016-04-30,502.69,504.79,501.91,503.61,405202
2016-05-01,501.78,509.64,496.86,503.89,746384
2016-05-02,502.55,513.32,498.61,508.52,407124
2016-05-03,504.17,511.82,502.84,511.17,893290
2016-05-04,512.01,517.84,509.71,513.25,726107
2016-05-05,516.41,526.99,505.69,513.69,321382
2016-05-06,513.92,518.21,506.55,513.36,955990
2016-05-07,511.18,522.2,503.52,512.97,752467
2016-05-08,511.99,523.85,495.69,513.74,525811
2016-05-09,513.03,520.85,507.1,515.04,298261
2016-05-10,513.47,522.73,509.87,515.52,790010
2016-05-11,516.85,520.28,510.84,514.02,568470
2016-05-12,515.27,517.76,511.53,512.91,964524
2016-05-13,511.14,514.69,506.81,513.18,307105
2016-05-14,514.29,517.56,510.49,515.32,336094
2016-05-15,517.68,525.39,513.9,519.63,1026483
2016-05-16,522.6,543.8,504.17,520.33,1022718
2016-05-17,524.8,527.59,517.72,520.57,310210
2016-05-18,519.16,524.83,515.64,517.96,874993
2016-05-19,522.35,529.23,515.94,519.86,445728
2016-05-20,519.31,522.36,516.21,519.07,819224
2016-05-21,518.15,527.86,508.58,519.51,987656
2016-05-22,520.02,536.57,515.21,520.92,344538
2016-05-23,520.01,527.54,513.28,521.33,485142
2016-05-24,521.95,526.22,516.06,523.53,287011
2016-05-25,521.46,527.4,517.55,524.12,313477
2016-05-26,523.74,533.45,511.5,525.62,295136
2016-05-27,527.65,528.46,522.98,524.79,893746
2016-05-28,524.7,530.32,521.74,524.83,535716
2016-05-29,525.05,537.33,521.13,526.86,717334
2016-05-30,527.61,535.34,524.46,529.44,897053
2016-05-31,531.3,532.35,527.68,529.64,666968
2016-06-01,527.01,532.18,526.11,530.0,862092
2016-06-02,530.93,541.88,528.86,541.19,390099
2016-06-03,540.75,557.72,535.28,551.83,1082794
2016-06-04,552.1,568.25,548.49,564.28,525942
2016-06-05,566.07,578.91,556.89,574.34,1459829
2016-06-06,572.28,597.57,567.16,589.94,712360
2016-06-07,588.15,602.09,586.69,600.61,1243838
2016-06-08,597.13,613.94,595.92,611.74,1183438
2016-06-09,610.73,625.4,604.04,621.42,1301780
2016-06-10,623.9,639.04,619.79,636.03,878680
2016-06-11,635.8,664.68,628.64,653.02,861930
2016-06-12,650.39,669.85,646.85,668.22,1749286
2016-06-13,667.24,688.79,664.03,683.54,472266
2016-06-14,680.49,703.72,668.53,694.85,789597
2016-06-15,692.5,725.25,677.14,711.22,1343092
2016-06-16,712.05,727.87,706.24,723.11,1846978
2016-06-17,720.57,750.78,707.01,740.48,1173381
2016-06-18,742.95,762.9,739.54,760.0,1335790
2016-06-19,759.84,763.01,745.27,752.88,1107683
